seq,stamp_secs,stamp_nsecs,frame_id,GPS_INS_Time,GPS_IMU_Time,GPS_mSOW_data,LLH_x,LLH_y,LLH_z,YPR_x,YPR_y,YPR_z,OriQuat_x,OriQuat_y,OriQuat_z,OriQuat_w,Vel_ENU_x,Vel_ENU_y,Vel_ENU_z,Solution_Status_data,Pos_STD_x,Pos_STD_y,Pos_STD_z,Heading_STD,USW
264,1652992546,88570627,"""2003127""",259261.66,259261.664913,0,39.040001079,-77.390001056,-0.193,152.967,-0.013,0.172,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
265,1652992546,109598471,"""2003127""",259261.68,259261.684914,0,39.040001084,-77.390001067,-0.196,152.964,-0.011,0.173,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
266,1652992546,130829217,"""2003127""",259261.7,259261.704915,0,39.040001089,-77.390001078,-0.198,152.962,-0.012,0.173,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
267,1652992546,146721190,"""2003127""",259261.72,259261.724416,0,39.040001093,-77.390001089,-0.2,152.96,-0.011,0.173,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
268,1652992546,167694146,"""2003127""",259261.74,259261.744419,0,39.040001098,-77.3900011,-0.202,152.956,-0.01,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
269,1652992546,188571753,"""2003127""",259261.76,259261.76442,0,39.040001103,-77.390001111,-0.205,152.954,-0.008,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
270,1652992546,209589301,"""2003127""",259261.78,259261.78442,0,39.040001108,-77.390001122,-0.207,152.953,-0.008,0.175,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
271,1652992546,230563924,"""2003127""",259261.8,259261.804421,0,39.040001112,-77.390001133,-0.209,152.951,-0.009,0.175,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
272,1652992546,246523173,"""2003127""",259261.82,259261.824422,0,39.040001117,-77.390001144,-0.211,152.948,-0.008,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
273,1652992546,267511981,"""2003127""",259261.84,259261.844424,0,39.040001122,-77.390001155,-0.214,152.946,-0.006,0.173,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
274,1652992546,288757171,"""2003127""",259261.86,259261.864425,0,39.040001127,-77.390001166,-0.216,152.944,-0.005,0.173,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
275,1652992546,309871198,"""2003127""",259261.88,259261.884426,0,39.040001132,-77.390001177,-0.218,152.94,-0.004,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
276,1652992546,330687992,"""2003127""",259261.9,259261.904427,0,39.040001136,-77.390001187,-0.22,152.938,-0.005,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
277,1652992546,346707924,"""2003127""",259261.92,259261.924428,0,39.040001141,-77.390001198,-0.223,152.935,-0.004,0.175,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
278,1652992546,367551847,"""2003127""",259261.94,259261.944429,0,39.040001146,-77.390001209,-0.225,152.933,-0.005,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
279,1652992546,388551155,"""2003127""",259261.96,259261.96443,0,39.040001151,-77.39000122,-0.227,152.93,-0.005,0.175,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
280,1652992546,409490982,"""2003127""",259261.98,259261.984432,0,39.040001156,-77.390001231,-0.229,152.928,-0.005,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
281,1652992546,430492494,"""2003127""",259262.0,259262.004433,0,39.040001161,-77.390001242,-0.232,152.926,-0.005,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
282,1652992546,446576424,"""2003127""",259262.02,259262.024434,0,39.040001166,-77.390001253,-0.234,152.924,-0.007,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
283,1652992546,467462013,"""2003127""",259262.04,259262.044436,0,39.04000117,-77.390001264,-0.236,152.922,-0.008,0.173,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
284,1652992546,488502115,"""2003127""",259262.06,259262.064437,0,39.040001175,-77.390001275,-0.238,152.921,-0.009,0.173,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
285,1652992546,509443591,"""2003127""",259262.08,259262.084438,0,39.04000118,-77.390001286,-0.241,152.919,-0.01,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
286,1652992546,530653653,"""2003127""",259262.1,259262.104439,0,39.040001185,-77.390001297,-0.243,152.917,-0.011,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
287,1652992546,546546051,"""2003127""",259262.12,259262.124442,0,39.04000119,-77.390001308,-0.245,152.915,-0.011,0.172,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
288,1652992546,567763187,"""2003127""",259262.14,259262.144441,0,39.040001195,-77.390001319,-0.248,152.913,-0.009,0.173,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
289,1652992546,588522371,"""2003127""",259262.16,259262.164445,0,39.0400012,-77.39000133,-0.25,152.91,-0.01,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
290,1652992546,609544826,"""2003127""",259262.18,259262.184444,0,39.040001205,-77.390001341,-0.252,152.908,-0.01,0.171,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
291,1652992546,630498450,"""2003127""",259262.2,259262.204447,0,39.04000121,-77.390001352,-0.254,152.905,-0.009,0.173,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
292,1652992546,646524808,"""2003127""",259262.22,259262.224446,0,39.040001215,-77.390001363,-0.257,152.903,-0.01,0.175,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
293,1652992546,667758110,"""2003127""",259262.24,259262.244448,0,39.04000122,-77.390001374,-0.259,152.901,-0.009,0.174,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
294,1652992546,688720455,"""2003127""",259262.26,259262.264449,0,39.040001225,-77.390001385,-0.261,152.899,-0.008,0.175,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
295,1652992546,709528786,"""2003127""",259262.28,259262.28445,0,39.04000123,-77.390001396,-0.263,152.896,-0.009,0.176,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
296,1652992546,730654831,"""2003127""",259262.3,259262.304451,0,39.040001235,-77.390001407,-0.266,152.894,-0.01,0.175,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
297,1652992546,746493416,"""2003127""",259262.32,259262.324452,0,39.04000124,-77.390001418,-0.268,152.892,-0.009,0.177,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
298,1652992546,767516020,"""2003127""",259262.34,259262.344453,0,39.040001245,-77.39000143,-0.27,152.89,-0.007,0.18,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
299,1652992546,788661472,"""2003127""",259262.36,259262.364454,0,39.04000125,-77.390001441,-0.272,152.887,-0.007,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
300,1652992546,809465007,"""2003127""",259262.38,259262.384456,0,39.040001255,-77.390001452,-0.275,152.885,-0.006,0.178,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
301,1652992546,830528276,"""2003127""",259262.4,259262.404457,0,39.04000126,-77.390001463,-0.277,152.882,-0.007,0.179,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
302,1652992546,846473562,"""2003127""",259262.42,259262.424458,0,39.040001265,-77.390001474,-0.279,152.88,-0.01,0.178,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
303,1652992546,867636291,"""2003127""",259262.44,259262.444459,0,39.04000127,-77.390001485,-0.281,152.878,-0.01,0.176,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
304,1652992546,888799891,"""2003127""",259262.46,259262.46446,0,39.040001275,-77.390001496,-0.284,152.876,-0.01,0.178,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
305,1652992546,909450707,"""2003127""",259262.48,259262.484461,0,39.04000128,-77.390001507,-0.286,152.873,-0.012,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
306,1652992546,930633584,"""2003127""",259262.5,259262.504462,0,39.040001285,-77.390001518,-0.288,152.87,-0.013,0.18,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
307,1652992546,946508317,"""2003127""",259262.52,259262.524394,0,39.04000129,-77.390001529,-0.291,152.87,-0.013,0.178,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
308,1652992546,967531272,"""2003127""",259262.54,259262.544395,0,39.040001295,-77.39000154,-0.293,152.868,-0.014,0.18,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
309,1652992546,988631336,"""2003127""",259262.56,259262.564396,0,39.0400013,-77.390001551,-0.295,152.864,-0.016,0.18,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
310,1652992547,15382815,"""2003127""",259262.58,259262.584397,0,39.040001306,-77.390001563,-0.297,152.864,-0.014,0.179,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
311,1652992547,30327052,"""2003127""",259262.6,259262.604401,0,39.040001311,-77.390001574,-0.3,152.862,-0.016,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
312,1652992547,46491425,"""2003127""",259262.62,259262.624401,0,39.040001316,-77.390001585,-0.302,152.859,-0.019,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
313,1652992547,67375125,"""2003127""",259262.64,259262.644401,0,39.040001321,-77.390001596,-0.304,152.859,-0.021,0.18,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
314,1652992547,88502614,"""2003127""",259262.66,259262.664402,0,39.040001326,-77.390001607,-0.306,152.858,-0.021,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
315,1652992547,109334649,"""2003127""",259262.68,259262.684403,0,39.040001331,-77.390001618,-0.309,152.855,-0.02,0.182,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
316,1652992547,130319253,"""2003127""",259262.7,259262.704404,0,39.040001336,-77.390001629,-0.311,152.853,-0.022,0.18,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
317,1652992547,146423794,"""2003127""",259262.72,259262.724406,0,39.040001341,-77.390001641,-0.313,152.852,-0.026,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
318,1652992547,167526563,"""2003127""",259262.74,259262.744407,0,39.040001346,-77.390001652,-0.315,152.849,-0.026,0.182,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
319,1652992547,188481890,"""2003127""",259262.76,259262.764408,0,39.040001352,-77.390001663,-0.318,152.849,-0.025,0.179,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
320,1652992547,210018203,"""2003127""",259262.78,259262.784409,0,39.040001357,-77.390001674,-0.32,152.848,-0.025,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
321,1652992547,230291918,"""2003127""",259262.8,259262.80441,0,39.040001362,-77.390001685,-0.322,152.846,-0.027,0.18,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
322,1652992547,246388256,"""2003127""",259262.82,259262.824411,0,39.040001367,-77.390001696,-0.325,152.843,-0.025,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
323,1652992547,267478006,"""2003127""",259262.84,259262.844413,0,39.040001372,-77.390001707,-0.327,152.84,-0.026,0.179,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
324,1652992547,288516386,"""2003127""",259262.86,259262.864414,0,39.040001377,-77.390001719,-0.329,152.839,-0.029,0.18,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
325,1652992547,309342013,"""2003127""",259262.88,259262.884415,0,39.040001382,-77.39000173,-0.331,152.838,-0.031,0.182,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
326,1652992547,330460300,"""2003127""",259262.9,259262.904416,0,39.040001387,-77.390001741,-0.334,152.837,-0.03,0.183,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
327,1652992547,346316570,"""2003127""",259262.92,259262.924417,0,39.040001393,-77.390001752,-0.336,152.834,-0.029,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
328,1652992547,368312130,"""2003127""",259262.94,259262.94442,0,39.040001398,-77.390001763,-0.338,152.833,-0.027,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
329,1652992547,389449601,"""2003127""",259262.96,259262.96442,0,39.040001403,-77.390001774,-0.34,152.831,-0.028,0.182,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
330,1652992547,410678440,"""2003127""",259262.98,259262.984423,0,39.040001408,-77.390001786,-0.343,152.828,-0.029,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
331,1652992547,426242810,"""2003127""",259263.0,259263.004422,0,39.040001413,-77.390001797,-0.345,152.826,-0.025,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
332,1652992547,448939501,"""2003127""",259263.02,259263.024423,0,39.040001418,-77.390001808,-0.347,152.824,-0.027,0.182,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
333,1652992547,469769554,"""2003127""",259263.04,259263.044424,0,39.040001423,-77.390001819,-0.35,152.822,-0.03,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
334,1652992547,490458092,"""2003127""",259263.06,259263.064427,0,39.040001428,-77.39000183,-0.352,152.82,-0.027,0.181,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
335,1652992547,506306954,"""2003127""",259263.08,259263.084427,0,39.040001433,-77.390001841,-0.354,152.818,-0.025,0.18,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
336,1652992547,528646840,"""2003127""",259263.1,259263.104428,0,39.040001438,-77.390001853,-0.356,152.816,-0.023,0.178,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
337,1652992547,549357507,"""2003127""",259263.12,259263.124429,0,39.040001443,-77.390001864,-0.359,152.814,-0.025,0.179,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
338,1652992547,570412146,"""2003127""",259263.14,259263.14443,0,39.040001449,-77.390001875,-0.361,152.811,-0.027,0.178,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
339,1652992547,586392302,"""2003127""",259263.16,259263.164432,0,39.040001454,-77.390001886,-0.363,152.809,-0.026,0.178,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
340,1652992547,607552828,"""2003127""",259263.18,259263.184433,0,39.040001459,-77.390001897,-0.365,152.806,-0.025,0.18,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
341,1652992547,628498100,"""2003127""",259263.2,259263.204435,0,39.040001464,-77.390001908,-0.368,152.804,-0.027,0.182,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
342,1652992547,649284783,"""2003127""",259263.22,259263.224438,0,39.040001469,-77.39000192,-0.37,152.802,-0.026,0.184,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
343,1652992547,670247518,"""2003127""",259263.24,259263.244436,0,39.040001474,-77.390001931,-0.372,152.8,-0.026,0.182,0.0,0.0,0.0,0.0,-0.04,0.02,-0.11,0,0.0,0.0,0.0,0.0,0
